site,location,group,square,canopy,nets,plots,species,girth
S5,L2,G2,13,75%,,,Eugenia aloysii,7
S5,L2,G2,13,75%,,,Eugenia aloysii,9.7
S5,L2,G2,13,75%,,,Eugenia aloysii,17
S5,L2,G2,13,75%,,,Eugenia aloysii,3
S5,L2,G2,13,75%,,,Eugenia aloysii,3.8
S5,L2,G2,16,75%,,,Eugenia aloysii,4
S5,L2,G2,16,75%,,,Eugenia aloysii,5.5
S5,L2,G2,16,75%,,,Eugenia aloysii,6
S5,L2,G2,16,75%,,,Eugenia aloysii,4
S5,L2,G2,16,75%,,,Eugenia aloysii,3
S5,L2,G2,16,75%,,,Eugenia aloysii,4.5
S8,L1,G2,1,70%,,,Eugenia aloysii,2
S8,L1,G2,2,65%,,,Eugenia aloysii,7
S8,L1,G2,2,65%,,,Eugenia aloysii,2
S8,L1,G2,2,65%,,,Eugenia aloysii,2.4
S8,L1,G2,3,60%,,,Eugenia aloysii,8
S8,L1,G2,3,60%,,,Eugenia aloysii,1.2
S8,L1,G2,4,60%,,,Eugenia aloysii,1.2
S8,L1,G2,5,65%,,,Eugenia aloysii,6
S8,L1,G2,5,65%,,,Eugenia aloysii,2
S8,L1,G2,5,65%,,,Eugenia aloysii,3
S8,L1,G2,5,65%,,,Eugenia aloysii,3
S8,L1,G2,5,65%,,,Eugenia aloysii,0.5
S8,L1,G2,5,65%,,,Eugenia aloysii,1.2
S8,L1,G2,6,75%,,,Eugenia aloysii,2
S8,L1,G2,6,75%,,,Eugenia aloysii,1.3
S8,L1,G2,6,75%,,,Eugenia aloysii,1.2
S8,L1,G2,6,75%,,,Eugenia aloysii,1.2
S8,L1,G2,8,55%,,,Eugenia aloysii,7
S8,L1,G2,9,60%,,,Eugenia aloysii,0.6
S8,L1,G2,10,70%,,,Eugenia aloysii,6
S8,L1,G2,10,70%,,,Eugenia aloysii,1.5
S8,L1,G2,10,70%,,,Eugenia aloysii,9
S8,L1,G2,12,80%,,,Eugenia aloysii,5
S8,L1,G2,12,80%,,,Eugenia aloysii,7
S8,L1,G2,12,80%,,,Eugenia aloysii,10
S8,L1,G2,12,80%,,,Eugenia aloysii,2
S8,L1,G2,13,85%,,,Eugenia aloysii,9
S8,L1,G2,14,70%,,,Eugenia aloysii,2
S8,L1,G2,14,70%,,,Eugenia aloysii,9
S8,L1,G2,15,60%,,,Eugenia aloysii,5
S8,L1,G2,15,60%,,,Eugenia aloysii,5
S8,L1,G2,16,75%,,,Eugenia aloysii,2
S8,L1,G2,16,75%,,,Eugenia aloysii,8
S8,L1,G2,16,75%,,,Eugenia aloysii,6
S19,L1,G2,16,70%,,,Eugenia sp.,0.6
S3,L1,G2,2,78%,,,Euphorbiaceae seedling,0.5
S13,L1,G2,15,50%,,,Eurya nitida,2.5
S19,L1,G2,12,60%,,,Eurya nitida,2
S12,L2,G3,6,70%,,,Excoecaria crenulata,4
S12,L2,G3,9,75%,,,Excoecaria crenulata,2
S12,L2,G3,10,70%,,,Excoecaria crenulata,3
S12,L2,G3,12,78%,1 Net,,Excoecaria crenulata,3
S12,L2,G3,14,75%,,,Excoecaria crenulata,4
S18,L1,G2,1,55%,,,Ficus beddomei,250
S18,L1,G2,8,55%,,,Ficus exasperata,1.2
S18,L1,G2,8,55%,,,Ficus exasperata,2.7
S12,L2,G3,8,80%,,,Ficus exasperata,1.6
S3,L1,G2,2,78%,,,Ficus exasperata,6
S3,L1,G2,6,76%,,,Ficus exasperata,2
S3,L1,G2,14,80%,,,Ficus exasperata,1.2
S2,L1,G2,1,80%,,,Ficus exasperata,2
S2,L1,G2,1,80%,,,Ficus exasperata,1.3
S8,L1,G2,2,65%,,,Ficus exasperata,0.6
S8,L1,G2,5,65%,,,Ficus exasperata,60
S8,L1,G2,14,70%,,,Ficus exasperata,0.6
S19,L1,G2,10,65%,,1 Plot,Ficus nervosa,3
S19,L1,G2,14,69%,1 Net,,Ficus nervosa,25
S19,L1,G2,15,75%,,,Ficus nervosa,0.4
S18,L1,G2,11,55%,1 Net,,Ficus nervosa,1.1
S13,L1,G2,2,45%,,1 plot,Garcinia gummi-gutta,8
S13,L1,G2,5,70%,1 Net,1 plot,Garcinia gummi-gutta,0.3
S13,L1,G2,6,70%,1 Net,,Garcinia gummi-gutta,3
S13,L1,G2,7,40%,,,Garcinia gummi-gutta,1
S13,L1,G2,9,40%,,,Garcinia gummi-gutta,3
S13,L1,G2,11,50%,,,Garcinia gummi-gutta,1.2
S13,L1,G2,11,50%,,,Garcinia gummi-gutta,2
S13,L1,G2,12,60%,,,Garcinia gummi-gutta,5
S13,L1,G2,14,40%,,,Garcinia gummi-gutta,4
S19,L1,G2,2,75%,1 Net,2 Plots,Garcinia gummi-gutta,3
S19,L1,G2,2,75%,1 Net,2 Plots,Garcinia gummi-gutta,8
S19,L1,G2,2,75%,1 Net,2 Plots,Garcinia gummi-gutta,3
S19,L1,G2,3,75%,1 Net,,Garcinia gummi-gutta,2
S19,L1,G2,3,75%,1 Net,,Garcinia gummi-gutta,3
S19,L1,G2,4,70%,,,Garcinia gummi-gutta,2.5
S19,L1,G2,4,70%,,,Garcinia gummi-gutta,0.6
S19,L1,G2,4,70%,,,Garcinia gummi-gutta,0.6
S19,L1,G2,4,70%,,,Garcinia gummi-gutta,7
S19,L1,G2,4,70%,,,Garcinia gummi-gutta,2
S19,L1,G2,9,70%,,,Garcinia gummi-gutta,0.5
S19,L1,G2,12,60%,,,Garcinia gummi-gutta,2
S19,L1,G2,16,70%,,,Garcinia gummi-gutta,1.5
S18,L1,G2,4,70%,,,Garcinia gummi-gutta,1.3
S18,L1,G2,5,55%,,0.5 Plot,Garcinia gummi-gutta,0.4
S18,L1,G2,5,55%,,0.5 Plot,Garcinia gummi-gutta,2
S18,L1,G2,5,55%,,0.5 Plot,Garcinia gummi-gutta,2
S18,L1,G2,6,55%,1 Net,4 Plots,Garcinia gummi-gutta,1.4
S18,L1,G2,6,55%,1 Net,4 Plots,Garcinia gummi-gutta,3
S18,L1,G2,9,60%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,9,60%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,10,65%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,11,55%,1 Net,,Garcinia gummi-gutta,1.6
S18,L1,G2,11,55%,1 Net,,Garcinia gummi-gutta,1.2
S18,L1,G2,12,55%,,,Garcinia gummi-gutta,1.2
S18,L1,G2,13,57%,,,Garcinia gummi-gutta,1.3
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,1.1
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.7
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,1.1
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.8
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,1.2
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.4
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,1.2
S18,L1,G2,14,60%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,1.2
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,0.4
S18,L1,G2,15,60%,,,Garcinia gummi-gutta,0.4
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,3
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,1.4
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,2.2
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,0.6
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,0.5
S18,L1,G2,16,65%,,,Garcinia gummi-gutta,0.6
S12,L2,G3,1,75%,1 Net,,Garcinia gummi-gutta,3
S12,L2,G3,3,70%,,,Garcinia gummi-gutta,1.2
S3,L1,G2,5,65%,,,Garcinia gummi-gutta,0.6
S3,L1,G2,7,70%,,,Garcinia gummi-gutta,3
S2,L1,G2,13,65%,,,Garcinia gummi-gutta,1.2
S5,L2,G2,1,60%,,,Garcinia gummi-gutta,0.4
S5,L2,G2,2,75%,,,Garcinia gummi-gutta,0.4
S19,L1,G2,1,70%,,,Garcinia morella,3.5
S19,L1,G2,2,75%,1 Net,2 Plots,Garcinia morella,1.2
S19,L1,G2,3,75%,1 Net,,Garcinia morella,1.6
S19,L1,G2,4,70%,,,Garcinia morella,1.2
S19,L1,G2,5,65%,,,Garcinia morella,0.6
S19,L1,G2,9,70%,,,Garcinia morella,0.4
S19,L1,G2,9,70%,,,Garcinia morella,1.2
S19,L1,G2,9,70%,,,Garcinia morella,0.4
S19,L1,G2,12,60%,,,Garcinia morella,3
S19,L1,G2,12,60%,,,Garcinia morella,2
S19,L1,G2,13,70%,,,Garcinia morella,0.9
S19,L1,G2,14,69%,1 Net,,Garcinia morella,2
S19,L1,G2,16,70%,,,Garcinia morella,0.9
S18,L1,G2,4,70%,,,Garcinia morella,3
S18,L1,G2,11,55%,1 Net,,Garcinia morella,1.2
S18,L1,G2,12,55%,,,Garcinia morella,1
S18,L1,G2,13,57%,,,Garcinia morella,0.5
S12,L2,G3,5,77%,,,Garcinia morella,1.2
S12,L2,G3,5,77%,,,Garcinia morella,2
S12,L2,G3,6,70%,,,Garcinia morella,1.7
S12,L2,G3,6,70%,,,Garcinia morella,3
S12,L2,G3,6,70%,,,Garcinia morella,1.5
S12,L2,G3,6,70%,,,Garcinia morella,3
S12,L2,G3,6,70%,,,Garcinia morella,3
S12,L2,G3,6,70%,,,Garcinia morella,3
S12,L2,G3,6,70%,,,Garcinia morella,1.2
S12,L2,G3,6,70%,,,Garcinia morella,3
S12,L2,G3,9,75%,,,Garcinia morella,3
S12,L2,G3,11,85%,,,Garcinia morella,1.2
S12,L2,G3,14,75%,,,Garcinia morella,4
S3,L1,G2,3,60%,,,Garcinia morella,0.6
S13,L1,G2,9,40%,,,Glochidion ellipticum,62
S13,L1,G2,9,40%,,,Glochidion ellipticum,44
S13,L1,G2,11,50%,,,Glochidion ellipticum,29
S13,L1,G2,13,50%,,,Glochidion ellipticum,15
S13,L1,G2,13,50%,,,Glochidion ellipticum,9
S13,L1,G2,13,50%,,,Glochidion ellipticum,11
S13,L1,G2,14,40%,,,Glochidion ellipticum,40
S13,L1,G2,14,40%,,,Glochidion ellipticum,62
S13,L1,G2,15,50%,,,Glochidion ellipticum,70
S13,L1,G2,16,50%,,,Glochidion ellipticum,45
S19,L1,G2,1,70%,,,Glochidion ellipticum,80
S19,L1,G2,4,70%,,,Glochidion ellipticum,81
S19,L1,G2,5,65%,,,Glochidion ellipticum,75
S19,L1,G2,10,65%,,1 Plot,Glochidion ellipticum,78
S19,L1,G2,16,70%,,,Glochidion ellipticum,50
S19,L1,G2,16,70%,,,Glochidion ellipticum,24
S12,L2,G3,2,75%,,,Glochidion ellipticum,65
S12,L2,G3,9,75%,,,Glochidion ellipticum,40
S3,L1,G2,1,60%,,,Glochidion ellipticum,12
S3,L1,G2,16,80%,,,Glochidion ellipticum,1.1
S2,L1,G2,2,79%,,,Glochidion ellipticum,34
S2,L1,G2,6,79%,,,Glochidion ellipticum,65
S2,L1,G2,7,69%,,,Glochidion ellipticum,52
S2,L1,G2,9,80%,,,Glochidion ellipticum,15
S2,L1,G2,9,80%,,,Glochidion ellipticum,79
S2,L1,G2,10,75%,,,Glochidion ellipticum,29
S2,L1,G2,11,75%,,,Glochidion ellipticum,15
S2,L1,G2,11,75%,,,Glochidion ellipticum,15
S2,L1,G2,13,65%,,,Glochidion ellipticum,17
S2,L1,G2,16,80%,,,Glochidion ellipticum,52
S5,L2,G2,1,60%,,,Glochidion ellipticum,30
S5,L2,G2,12,78%,,,Glochidion ellipticum,73
S5,L2,G2,12,78%,,,Glochidion ellipticum,7
S8,L1,G2,5,65%,,,Glochidion ellipticum,0.5
S8,L1,G2,6,75%,,,Glochidion ellipticum,25
S8,L1,G2,10,70%,,,Glochidion ellipticum,19
S8,L1,G2,12,80%,,,Glochidion ellipticum,50
S8,L1,G2,13,85%,,,Glochidion ellipticum,42
S8,L1,G2,13,85%,,,Glochidion ellipticum,1.2
S8,L1,G2,14,70%,,,Glochidion ellipticum,0.4
S8,L1,G2,15,60%,,,Glochidion ellipticum,36
S12,L2,G3,1,75%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,3,70%,,,Gomphandra tetrandra,6
S12,L2,G3,3,70%,,,Gomphandra tetrandra,4.5
S12,L2,G3,4,75%,,,Gomphandra tetrandra,3
S12,L2,G3,4,75%,,,Gomphandra tetrandra,3
S12,L2,G3,4,75%,,,Gomphandra tetrandra,3
S12,L2,G3,5,77%,,,Gomphandra tetrandra,4
S12,L2,G3,5,77%,,,Gomphandra tetrandra,4
S12,L2,G3,6,70%,,,Gomphandra tetrandra,3
S12,L2,G3,6,70%,,,Gomphandra tetrandra,1.1
S12,L2,G3,6,70%,,,Gomphandra tetrandra,4
S12,L2,G3,8,80%,,,Gomphandra tetrandra,2.5
S12,L2,G3,8,80%,,,Gomphandra tetrandra,3
S12,L2,G3,9,75%,,,Gomphandra tetrandra,1.2
S12,L2,G3,11,85%,,,Gomphandra tetrandra,2
S12,L2,G3,11,85%,,,Gomphandra tetrandra,2
S12,L2,G3,11,85%,,,Gomphandra tetrandra,4
S12,L2,G3,11,85%,,,Gomphandra tetrandra,3
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,2.5
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,4
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,12,78%,1 Net,,Gomphandra tetrandra,3
S12,L2,G3,14,75%,,,Gomphandra tetrandra,1.2
S12,L2,G3,14,75%,,,Gomphandra tetrandra,2
S12,L2,G3,15,80%,,,Gomphandra tetrandra,1.1
S8,L1,G2,5,65%,,,Gomphandra tetrandra,0.3
S3,L1,G2,8,60%,,,Goniothalamus sp.,2.3
S3,L1,G2,14,80%,,,Goniothalamus sp.,2.6
S8,L1,G2,5,65%,,,Goniothalamus sp.,1.2
S8,L1,G2,5,65%,,,Goniothalamus sp.,0.5
S8,L1,G2,5,65%,,,Goniothalamus sp.,0.5
S8,L1,G2,5,65%,,,Goniothalamus sp.,1.1
S8,L1,G2,5,65%,,,Goniothalamus sp.,1.1
S8,L1,G2,5,65%,,,Goniothalamus sp.,1.1
S8,L1,G2,5,65%,,,Goniothalamus sp.,1.2
S8,L1,G2,9,60%,,,Goniothalamus sp.,1.2
S8,L1,G2,10,70%,,,Goniothalamus sp.,1.6
S8,L1,G2,10,70%,,,Goniothalamus sp.,4
S8,L1,G2,12,80%,,,Goniothalamus sp.,2
S18,L1,G2,4,70%,,,Grewia sp.,1.9
S5,L2,G2,10,69%,,,Heritiera papilio,6
S5,L2,G2,10,69%,,,Heritiera papilio,6.5
S5,L2,G2,14,70%,,,Heritiera papilio,6
S5,L2,G2,14,70%,,,Heritiera papilio,6
S5,L2,G2,14,70%,,,Heritiera papilio,4
S5,L2,G2,14,70%,,,Heritiera papilio,6
S5,L2,G2,14,70%,,,Heritiera papilio,7
S5,L2,G2,16,75%,,,Heritiera papilio,8
S5,L2,G2,16,75%,,,Heritiera papilio,16
S13,L1,G2,7,40%,,,Holigarna nigra,1.5
S13,L1,G2,8,55%,,,Holigarna nigra,1
S13,L1,G2,8,55%,,,Holigarna nigra,1
S13,L1,G2,8,55%,,,Holigarna nigra,1.5
S13,L1,G2,8,55%,,,Holigarna nigra,0.4
S13,L1,G2,8,55%,,,Holigarna nigra,0.8
S13,L1,G2,8,55%,,,Holigarna nigra,0.8
S13,L1,G2,8,55%,,,Holigarna nigra,0.3
S13,L1,G2,8,55%,,,Holigarna nigra,0.6
S13,L1,G2,8,55%,,,Holigarna nigra,0.4
S13,L1,G2,8,55%,,,Holigarna nigra,1
S13,L1,G2,8,55%,,,Holigarna nigra,0.3
S13,L1,G2,9,40%,,,Holigarna nigra,0.4
S13,L1,G2,9,40%,,,Holigarna nigra,0.4
S13,L1,G2,9,40%,,,Holigarna nigra,1.2
S13,L1,G2,9,40%,,,Holigarna nigra,0.9
S13,L1,G2,13,50%,,,Holigarna nigra,1
S13,L1,G2,14,40%,,,Holigarna nigra,5
S13,L1,G2,14,40%,,,Holigarna nigra,0.6
S13,L1,G2,15,50%,,,Holigarna nigra,0.9
S13,L1,G2,16,50%,,,Holigarna nigra,0.4
S13,L1,G2,16,50%,,,Holigarna nigra,1
S13,L1,G2,16,50%,,,Holigarna nigra,1
S13,L1,G2,16,50%,,,Holigarna nigra,2
S13,L1,G2,16,50%,,,Holigarna nigra,0.5
S13,L1,G2,16,50%,,,Holigarna nigra,0.9
S13,L1,G2,16,50%,,,Holigarna nigra,0.5
S13,L1,G2,16,50%,,,Holigarna nigra,0.4
S13,L1,G2,16,50%,,,Holigarna nigra,0.7
S18,L1,G2,3,40%,,,Holigarna nigra,0.4
S18,L1,G2,3,40%,,,Holigarna nigra,2
S18,L1,G2,3,40%,,,Holigarna nigra,0.4
S18,L1,G2,4,70%,,,Holigarna nigra,1.3
S18,L1,G2,4,70%,,,Holigarna nigra,3
S18,L1,G2,5,55%,,0.5 Plot,Holigarna nigra,4.5
S18,L1,G2,9,60%,,,Holigarna nigra,0.9
S18,L1,G2,9,60%,,,Holigarna nigra,1.4
S18,L1,G2,9,60%,,,Holigarna nigra,1.9
S18,L1,G2,10,65%,,,Holigarna nigra,1.1
S18,L1,G2,10,65%,,,Holigarna nigra,1.1
S18,L1,G2,10,65%,,,Holigarna nigra,1.1
S18,L1,G2,11,55%,1 Net,,Holigarna nigra,1.3
S18,L1,G2,11,55%,1 Net,,Holigarna nigra,3
S18,L1,G2,11,55%,1 Net,,Holigarna nigra,1.3
S18,L1,G2,11,55%,1 Net,,Holigarna nigra,1.3
S18,L1,G2,12,55%,,,Holigarna nigra,1.2
S18,L1,G2,13,57%,,,Holigarna nigra,1.1
S18,L1,G2,13,57%,,,Holigarna nigra,0.4
S18,L1,G2,13,57%,,,Holigarna nigra,0.9
S18,L1,G2,13,57%,,,Holigarna nigra,0.9
S18,L1,G2,14,60%,,,Holigarna nigra,1.3
S18,L1,G2,14,60%,,,Holigarna nigra,0.9
S18,L1,G2,14,60%,,,Holigarna nigra,1.1
S18,L1,G2,14,60%,,,Holigarna nigra,0.7
S18,L1,G2,14,60%,,,Holigarna nigra,0.7
S18,L1,G2,15,60%,,,Holigarna nigra,4
S18,L1,G2,15,60%,,,Holigarna nigra,1.1
S18,L1,G2,15,60%,,,Holigarna nigra,1
S18,L1,G2,15,60%,,,Holigarna nigra,1
S18,L1,G2,15,60%,,,Holigarna nigra,0.5
S18,L1,G2,16,65%,,,Holigarna nigra,0.5
S18,L1,G2,16,65%,,,Holigarna nigra,1.7
S18,L1,G2,16,65%,,,Holigarna nigra,0.9
S18,L1,G2,16,65%,,,Holigarna nigra,1.2
S12,L2,G3,4,75%,,,Holigarna nigra,60
S12,L2,G3,4,75%,,,Holigarna nigra,0.6
S12,L2,G3,5,77%,,,Holigarna nigra,39
S3,L1,G2,4,75%,,,Holigarna nigra,5
S2,L1,G2,13,65%,,,Holigarna nigra,49
S5,L2,G2,6,76%,,,Holigarna nigra,7
S5,L2,G2,6,76%,,,Holigarna nigra,3.5
S5,L2,G2,6,76%,,,Holigarna nigra,4
S5,L2,G2,16,75%,,,Holigarna nigra,8
S13,L1,G2,7,40%,,,Hopea canarensis,3
S13,L1,G2,7,40%,,,Hopea canarensis,4
S13,L1,G2,11,50%,,,Hopea canarensis,5
S13,L1,G2,13,50%,,,Hopea canarensis,8
S13,L1,G2,16,50%,,,Hopea canarensis,22
S19,L1,G2,1,70%,,,Hopea canarensis,5
S19,L1,G2,2,75%,1 Net,2 Plots,Hopea canarensis,3.2
S19,L1,G2,7,60%,,I Plot,Hopea canarensis,60
S19,L1,G2,16,70%,,,Hopea canarensis,8
S12,L2,G3,3,70%,,,Hopea canarensis,3
S12,L2,G3,3,70%,,,Hopea canarensis,6
S12,L2,G3,5,77%,,,Hopea canarensis,6
S12,L2,G3,7,70%,,,Hopea canarensis,4
S12,L2,G3,8,80%,,,Hopea canarensis,3
S12,L2,G3,10,70%,,,Hopea canarensis,9
S12,L2,G3,11,85%,,,Hopea canarensis,4
S12,L2,G3,12,78%,1 Net,,Hopea canarensis,1.5
S12,L2,G3,12,78%,1 Net,,Hopea canarensis,10
S12,L2,G3,13,70%,,,Hopea canarensis,3
S12,L2,G3,13,70%,,,Hopea canarensis,4
S12,L2,G3,13,70%,,,Hopea canarensis,1.2
S12,L2,G3,13,70%,,,Hopea canarensis,1.2
S12,L2,G3,13,70%,,,Hopea canarensis,5
S12,L2,G3,14,75%,,,Hopea canarensis,3
S12,L2,G3,14,75%,,,Hopea canarensis,2
S12,L2,G3,14,75%,,,Hopea canarensis,1.5
S12,L2,G3,16,78%,,,Hopea canarensis,3
S3,L1,G2,1,60%,,,Hopea canarensis,2
S3,L1,G2,3,60%,,,Hopea canarensis,79
S3,L1,G2,12,75%,,,Hopea canarensis,2.3
S5,L2,G2,1,60%,,,Hopea canarensis,5
S5,L2,G2,1,60%,,,Hopea canarensis,0.5
S5,L2,G2,1,60%,,,Hopea canarensis,0.9
S5,L2,G2,1,60%,,,Hopea canarensis,1.6
S5,L2,G2,1,60%,,,Hopea canarensis,2
S5,L2,G2,3,68%,,,Hopea canarensis,3
S5,L2,G2,3,68%,,,Hopea canarensis,3
S5,L2,G2,4,80%,,,Hopea canarensis,1.2
S5,L2,G2,5,78%,,,Hopea canarensis,12
S5,L2,G2,5,78%,,,Hopea canarensis,15
S5,L2,G2,5,78%,,,Hopea canarensis,12
S5,L2,G2,5,78%,,,Hopea canarensis,11
S5,L2,G2,5,78%,,,Hopea canarensis,13
S5,L2,G2,6,76%,,,Hopea canarensis,6
S5,L2,G2,6,76%,,,Hopea canarensis,5
S5,L2,G2,13,75%,,,Hopea canarensis,85
S5,L2,G2,15,67%,,,Hopea canarensis,85
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,3
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,2
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,4
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,3
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,5
S13,L1,G2,2,45%,,1 plot,Hopea parviflora ,17
S19,L1,G2,1,70%,,,Humboldtia brunonis,6.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,8.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,6
S19,L1,G2,1,70%,,,Humboldtia brunonis,6
S19,L1,G2,1,70%,,,Humboldtia brunonis,1.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,1
S19,L1,G2,1,70%,,,Humboldtia brunonis,1
S19,L1,G2,1,70%,,,Humboldtia brunonis,1
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,5
S19,L1,G2,1,70%,,,Humboldtia brunonis,6.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,1
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,8
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,5.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,1,70%,,,Humboldtia brunonis,3
S19,L1,G2,1,70%,,,Humboldtia brunonis,8
S19,L1,G2,1,70%,,,Humboldtia brunonis,1
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,7
S19,L1,G2,1,70%,,,Humboldtia brunonis,7
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,7
S19,L1,G2,1,70%,,,Humboldtia brunonis,5
S19,L1,G2,1,70%,,,Humboldtia brunonis,11
S19,L1,G2,1,70%,,,Humboldtia brunonis,7
S19,L1,G2,1,70%,,,Humboldtia brunonis,5
S19,L1,G2,1,70%,,,Humboldtia brunonis,6
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,1,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,1.1
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.7
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,1.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,12
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,8
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,6
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,7
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,8
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,2
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,6
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,1.2
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,9
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,8
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
